101126102748757,BHARATFORG 27 Oct 26 FUT,13,500,0.1,,0915-1540|1815-1915:,2026-08-21,1793095800,NSE:BHARATFORG26OCTFUT,10,11,48757,BHARATFORG,422,-1.0,XX,1010000000422,None,0,0.0
101126082558132,BHARTIARTL 25 Aug 26 FUT,13,475,0.1,,0915-1540|1815-1915:,2026-08-21,1787652600,NSE:BHARTIARTL26AUGFUT,10,11,58132,BHARTIARTL,10604,-1.0,XX,101000000010604,None,0,0.0
101126092968449,BHARTIARTL 29 Sep 26 FUT,13,475,0.1,,0915-1540|1815-1915:,2026-08-21,1790676600,NSE:BHARTIARTL26SEPFUT,10,11,68449,BHARTIARTL,10604,-1.0,XX,101000000010604,None,0,0.0
101126102748758,BHARTIARTL 27 Oct 26 FUT,13,475,0.1,,0915-1540|1815-1915:,2026-08-21,1793095800,NSE:BHARTIARTL26OCTFUT,10,11,48758,BHARTIARTL,10604,-1.0,XX,101000000010604,None,0,0.0
101126082558133,BHEL 25 Aug 26 FUT,13,2625,0.05,,0915-1540|1815-1915:,2026-08-21,1787652600,NSE:BHEL26AUGFUT,10,11,58133,BHEL,438,-1.0,XX,1010000000438,None,0,0.0
101126092968450,BHEL 29 Sep 26 FUT,13,2625,0.05,,0915-1540|1815-1915:,2026-08-21,1790676600,NSE:BHEL26SEPFUT,10,11,68450,BHEL,438,-1.0,XX,1010000000438,None,0,0.0
101126102748764,BHEL 27 Oct 26 FUT,13,2625,0.05,,0915-1540|1815-1915:,2026-08-21,1793095800,NSE:BHEL26OCTFUT,10,11,48764,BHEL,438,-1.0,XX,1010000000438,None,0,0.0
101126082558134,BIOCON 25 Aug 26 FUT,13,2500,0.05,,0915-1540|1815-1915:,2026-08-21,1787652600,NSE:BIOCON26AUGFUT,10,11,58134,BIOCON,11373,-1.0,XX,101000000011373,None,0,0.0
101126092968451,BIOCON 29 Sep 26 FUT,13,2500,0.05,,0915-1540|1815-1915:,2026-08-21,1790676600,NSE:BIOCON26SEPFUT,10,11,68451,BIOCON,11373,-1.0,XX,101000000011373,None,0,0.0
101126102748771,BIOCON 27 Oct 26 FUT,13,2500,0.05,,0915-1540|1815-1915:,2026-08-21,1793095800,NSE:BIOCON26OCTFUT,10,11,48771,BIOCON,11373,-1.0,XX,101000000011373,None,0,0.0
